essay_id,para_id,para_types,para_text,adu_spans,ac_spans,ai_spans,AC_types,AR_pairs,AR_types
146,817,body,"<para-body> Second , <AC> public transportation helps to solve the air pollution problems </AC> . Averagely , <AC> public transports use much less gasoline to carry people than private cars </AC> . <AC> It means that by using public transports , the less gas exhaust is pumped to the air and people will no longer have to bear the stuffy situation on the roads , which is always full of fumes </AC> . </para-body>","[(1, 13), (15, 30), (31, 71)]","[(3, 13), (17, 30), (32, 71)]","[(1, 2), (15, 16), (31, 31)]","['Claim', 'Premise', 'Premise']","[(0, 1), (0, 2)]","['Support', 'Support']"
146,818,body,"<para-body> Last but not least , <AC> using public transportation is much safer than private transportation </AC> . <AC> According to National Safety Council , riding the bus is over 170 times safer than private care </AC> . Thus <AC> there is no reason that governments should hesitate to invest in public transportation , a healthy , safe and economical way of transporting </AC> . </para-body>","[(1, 16), (17, 36), (38, 63)]","[(6, 16), (18, 36), (39, 63)]","[(1, 5), (17, 17), (38, 38)]","['Premise', 'Premise', 'Claim']","[(2, 0), (2, 1)]","['Support', 'Support']"
146,819,conclusion,"<para-conclusion> In short , I can say for certain that <AC> spending money on improving public transportation is necessary </AC> because <AC> it is the key to protect our world , creating a healthy and safe environment for people to live in </AC> . </para-conclusion>","[(1, 19), (20, 42)]","[(10, 19), (21, 42)]","[(1, 9), (20, 20)]","['MajorClaim', 'Claim']",[],[]
147,820,prompt,<prompt> Some people believe that the Earth is being harmed by human </prompt>,[],[],[],[],[],[]
147,821,intro,"<para-intro> Whether human activity is making the Earth a better place to live or damaging it is a debatable issue . Some people advocate the idea that human activity is advantageously influencing to the Earth . However , I strongly believe that <AC> human activities are having a bad effect upon our planet </AC> , for <AC> human are polluting the Earth ' s environment , exhausting natural resource and threatening the living of other species </AC> . </para-intro>","[(36, 53), (54, 76)]","[(42, 53), (56, 76)]","[(36, 41), (54, 55)]","['MajorClaim', 'Claim']",[],[]
147,822,body,"<para-body> <AC> People are corrupting their ecosphere </AC> . <AC> In recent decades , concurrently with the increase of human consume , the waste discarded by human also multiplies </AC> . <AC> These wastes including household waste and industrial waste are so big that a "" new "" continent is now being formed in the sea from garbage </AC> . Furthermore , <AC> the industrial exhaust gases are adulterating the air , causing the insalubrious phenomenon such as acid rain , global warming or climate change </AC> . </para-body>","[(0, 7), (8, 29), (30, 58), (60, 86)]","[(1, 7), (9, 29), (31, 58), (62, 86)]","[(0, 0), (8, 8), (30, 30), (60, 61)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3)]","['Support', 'Support', 'Support']"
147,823,body,"<para-body> Besides , <AC> people are draining the Earth ' s natural resources </AC> . <AC> These resources such as oil , coal are vital for human activity </AC> , therefore <AC> nowadays , the exploitation activities of these resources are increasing dramatically to adapt to the infinite need of people </AC> . <AC> Researchers indicated that most of natural resources are un - recyclable and only several decades after , the Earth ' s natural resources are totally exhausted </AC> . <AC> At that time , human activity will be seriously affected due to the dependence on these resources </AC> . </para-body>","[(1, 13), (14, 28), (29, 51), (52, 80), (81, 100)]","[(3, 13), (15, 28), (31, 51), (53, 80), (82, 100)]","[(1, 2), (14, 14), (29, 30), (52, 52), (81, 81)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[(2, 1), (0, 2), (0, 3), (0, 4)]","['Support', 'Support', 'Support', 'Support']"
147,824,body,"<para-body> Also , <AC> people are endangering other species ' live </AC> . <AC> Hunting has been a fundamental activity of human for having food </AC> . <AC> Through million years of hunting , especially in recent centuries with the innovation of rifle and dynamite , people have killed many animals and even have made some kinds of them become extinct </AC> . Moreover , <AC> people , suffering from the population pressure , are expanding their living area </AC> ; consequently , <AC> the living area of other species narrowed </AC> . <AC> This narrowing of living region is pushing many creatures to the brink of extinction </AC> . </para-body>","[(1, 11), (12, 25), (26, 61), (63, 79), (80, 91), (92, 108)]","[(3, 11), (13, 25), (27, 61), (65, 79), (83, 91), (93, 108)]","[(1, 2), (12, 12), (26, 26), (63, 64), (80, 82), (92, 92)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (4, 3), (0, 4), (4, 5)]","['Support', 'Support', 'Support', 'Support', 'Support']"
147,825,conclusion,"<para-conclusion> All in all , from discussed reasons , we can conclude that <AC> human activity are gradually destroy the Earth </AC> since <AC> it is polluting the Earth environment , depleting the resource and imperiling other species ' lives </AC> . </para-conclusion>","[(1, 21), (22, 40)]","[(13, 21), (23, 40)]","[(1, 12), (22, 22)]","['MajorClaim', 'Claim']",[],[]
148,826,prompt,<prompt> Spending money on supporting art or protecting environment </prompt>,[],[],[],[],[],[]
148,827,intro,"<para-intro> If I had the opportunity to help a company make a decision on spending money either on supporting the arts or helping the environment , I would choose the latter without hesitation for the reasons below . </para-intro>",[],[],[],[],[],[]
148,828,body,"<para-body> First , <AC> conservation is more urgent now than at any time in history </AC> . <AC> According to a statistic conducted by the International Animal Preserving Association , we have only ten percent of the animals that have ever existed , which means that the biodiversity of our home is grievously endangered </AC> . What ' s more , <AC> rising sea levels , caused by global warming , have reached a level that is threatening human ' s life in many countries </AC> . <AC> If we continue discharging carbon dioxide with non - environmentally friendly cars , nations like Japan will be submerged and weather patterns could change , causing flooding , drought , and an increasing amount of damaging storms </AC> . In short , <AC> the ecosystem is in its worst condition ever and if we didn ' t take harsh measures now , we never will </AC> . </para-body>","[(1, 15), (16, 54), (56, 85), (86, 125), (127, 153)]","[(3, 15), (17, 54), (61, 85), (87, 125), (130, 153)]","[(1, 2), (16, 16), (56, 60), (86, 86), (127, 129)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (3, 2), (0, 3), (0, 4)]","['Support', 'Support', 'Support', 'Support']"
148,829,body,"<para-body> Furthermore , <AC> supporting environment protection will benefit the company eventually </AC> . Nowadays , <AC> an increasing amount of people pay more attention to conservation </AC> ; therefore , <AC> sponsoring conservation is a more efficient method of advertising </AC> . <AC> Just imagine if the project your company is sponsoring effectively improves the environment , then your company would be known as an environmentally - friendly company and benefit from it in this consumer - oriented society </AC> . </para-body>","[(1, 12), (14, 27), (28, 41), (42, 80)]","[(3, 12), (16, 27), (31, 41), (43, 80)]","[(1, 2), (14, 15), (28, 30), (42, 42)]","['Claim', 'Premise', 'Premise', 'Premise']","[(2, 1), (0, 2), (2, 3)]","['Support', 'Support', 'Support']"
148,830,body,"<para-body> Finally , <AC> conservation leads us to a higher standard of living </AC> . I confess that <AC> art is one of the best ways of entertaining human beings </AC> , but , <AC> with exhaust fumes and acid rain , we do not have the energy and enthusiasm to appreciate the paintings or photographs </AC> . <AC> Biodiversity and a more beautiful nature are not only the results of abetter environment but also are the necessities of photography and other types of art </AC> . </para-body>","[(1, 13), (15, 30), (31, 56), (57, 85)]","[(3, 13), (18, 30), (34, 56), (58, 85)]","[(1, 2), (15, 17), (31, 33), (57, 57)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (1, 2), (0, 3)]","['Attack', 'Attack', 'Support']"
148,831,conclusion,"<para-conclusion> To sum up , although <AC> supporting art will benefit the human beings and the company in short - term interest </AC> , <AC> I still hold the environment protection for long - term interest </AC> . </para-conclusion>","[(1, 22), (23, 36)]","[(6, 22), (24, 36)]","[(1, 5), (23, 23)]","['Claim', 'MajorClaim']",[],[]
149,832,prompt,<prompt> Luck vs hard work </prompt>,[],[],[],[],[],[]
149,833,intro,"<para-intro> There are many instances that luck has brought people things that they never could even imagine . However , <AC> I do not see any rational in believing in luck to reach one ' s goals </AC> . Therefore I strongly agree with the argument that <AC> it is one ' s hard work that helps him reach his target </AC> . </para-intro>","[(18, 37), (39, 61)]","[(20, 37), (47, 61)]","[(18, 19), (39, 46)]","['Claim', 'MajorClaim']",[],[]
149,834,body,"<para-body> First , <AC> if you depend only on luck for all your accomplishments , you are taking a great risk </AC> . <AC> Luck is something intangible and no one can guarantee that it would ever come your way </AC> . <AC> If it doesn ' t work , it would be a great disappointment </AC> . Instead <AC> if you strive hard to achieve what you want , then your hard work would take you at least closer to your final goal </AC> . In my personal experience , <AC> all my accomplishments were backed by my hard work , not my luck </AC> . And <AC> I never did encounter any disappointments of missing my goals </AC> . </para-body>","[(1, 21), (22, 40), (41, 56), (58, 84), (86, 105), (107, 119)]","[(3, 21), (23, 40), (42, 56), (59, 84), (91, 105), (108, 119)]","[(1, 2), (22, 22), (41, 41), (58, 58), (86, 90), (107, 107)]","['Claim', 'Premise', 'Premise', 'Premise', 'Claim', 'Premise']","[(0, 1), (0, 2), (4, 3), (4, 5)]","['Support', 'Support', 'Support', 'Support']"
149,835,body,"<para-body> Secondly , if you believe that hard work is the key to success , it would make you a visionary person . In other words , <AC> those who believe in hard work are clear about their goals and know about their final destination </AC> . <AC> They carefully organize the process of achieving their targets and continue to evaluate their progress until they reach the final goal </AC> . <AC> If you believe in luck , you would be clueless about where you are heading </AC> . For example , <AC> a friend of mine , who had severe financial constraints , had the habit of buying lottery tickets thinking that one day he would win a lottery </AC> . <AC> He was living in an illusion that he can solve his financial issues with this lottery </AC> . However , <AC> up to this day his luck has not appeared and problems have got further worsened </AC> . </para-body>","[(23, 45), (46, 69), (70, 87), (89, 120), (121, 139), (141, 159)]","[(27, 45), (47, 69), (71, 87), (92, 120), (122, 139), (143, 159)]","[(23, 26), (46, 46), (70, 70), (89, 91), (121, 121), (141, 142)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]","['Support', 'Support', 'Support', 'Support', 'Support']"
149,836,body,"<para-body> Thirdly , <AC> if you work hard , luck too might shine on you and take you some more steps further ahead from your actual target </AC> . For example , <AC> my boss worked tirelessly for his promotion </AC> . <AC> He looked at every aspect that he needed to qualify for the promotion </AC> . <AC> He realized that having a master ' s degree would be a great credential for him to outperform his competitors </AC> . Although <AC> he had many commitments at home and work , he somehow managed to complete this degree before he was eligible to apply </AC> . <AC> At the end he was not only able to get the promotion amidst a stiff competition but also got nominated for a foreign scholarship </AC> since <AC> he had more credentials than other officers in his capacity </AC> . </para-body>","[(1, 27), (29, 40), (41, 56), (57, 79), (81, 105), (106, 132), (133, 145)]","[(3, 27), (32, 40), (42, 56), (58, 79), (82, 105), (107, 132), (134, 145)]","[(1, 2), (29, 31), (41, 41), (57, 57), (81, 81), (106, 106), (133, 133)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (5, 6)]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support']"
149,837,conclusion,"<para-conclusion> Although <AC> it is good to be lucky </AC> , <AC> depending on luck for everything is not good </AC> . Hence <AC> I strongly believe in hard working that would not easily disappoint you as luck sometimes does </AC> . </para-conclusion>","[(1, 9), (10, 20), (22, 40)]","[(2, 9), (11, 20), (23, 40)]","[(1, 1), (10, 10), (22, 22)]","['Premise', 'Claim', 'MajorClaim']","[(1, 0)]",['Attack']
150,838,prompt,<prompt> Should students be required to attend classes ? </prompt>,[],[],[],[],[],[]
150,839,intro,"<para-intro> The issue at hand is whether it should be obligatory for university students to attend classes . This is an interesting question because it affects a great amount of students worldwide . Nonetheless there are various different policies regarding this topic . An important aspect might be whether one desires to optimize the learned knowledge or the amount of valuable experiences for the students . However , to my mind <AC> students should be free not to attend classes </AC> because <AC> it improves the quality of student life as well as their learning motivation and teaches important life skills </AC> . </para-intro>","[(66, 80), (81, 101)]","[(71, 80), (82, 101)]","[(66, 70), (81, 81)]","['MajorClaim', 'Claim']",[],[]
150,840,body,"<para-body> Firstly , a liberal policy is very feasible . Checking for attendance requires a lot of bureaucracy . Especially for larger classes it is impossible to check for everybody to attend . So an optional attendance saves time and money . </para-body>",[],[],[],[],[],[]
150,841,body,"<para-body> Secondly , <AC> some students might learn better at home on their own , for instance , by reading the textbook </AC> . <AC> This problem occurs especially if the lecturer is lethargic </AC> . <AC> By letting students choose not to attend class you give them the opportunity to escape bad teaching </AC> . Thus <AC> they are able to save precious study time and dive into the course syllabus independently </AC> . </para-body>","[(1, 22), (23, 34), (35, 54), (56, 73)]","[(3, 22), (24, 34), (36, 54), (57, 73)]","[(1, 2), (23, 23), (35, 35), (56, 56)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (3, 2), (0, 3)]","['Support', 'Support', 'Support']"
150,842,body,"<para-body> In addition , <AC> being free to stay away from classes improves flexibility and therefore quality of student life </AC> . <AC> Sometimes the wild party on Thursday night is too good to end already at midnight only because of a lecture on Friday in the morning </AC> . <AC> With a liberal policy students are able to postpone the learning to the afternoon which gives a feeling of freedom and improves time efficiency </AC> . <AC> Research has shown that the more satisfied the students are with those life aspects , the better they perform in academic areas </AC> . </para-body>","[(1, 20), (21, 48), (49, 75), (76, 100)]","[(4, 20), (22, 48), (50, 75), (77, 100)]","[(1, 3), (21, 21), (49, 49), (76, 76)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3)]","['Support', 'Support', 'Support']"
150,843,body,"<para-body> Finally , psychology knows two types of motivation . There is intrinsic motivation which comes from your own mindset . And there is extrinsic motivation which comes from the praise and laud of other people . <AC> Intrinsic motivation is known to be much more desirable because it leads to better learning and well - being </AC> . However , <AC> in order to gain intrinsic motivation students need to become aware of their strengths and aims </AC> . <AC> By giving students the freedom to choose about class attendance they might rather be thinking about why they decided to study and learn to motivate themselves </AC> . <AC> These are crucial skills for the duration of their study and their whole life time </AC> . </para-body>","[(36, 57), (59, 78), (79, 107), (108, 125)]","[(37, 57), (61, 78), (80, 107), (109, 125)]","[(36, 36), (59, 60), (79, 79), (108, 108)]","['Premise', 'Premise', 'Claim', 'Premise']","[(2, 0), (2, 1), (2, 3)]","['Support', 'Support', 'Support']"
150,844,conclusion,"<para-conclusion> To conclude , <AC> it is clear that going to classes should be optional for students </AC> . <AC> I hold this belief due to the improvement of students ' current experience as well as the valuable skills and knowledge they obtain for their whole life afterwards </AC> . </para-conclusion>","[(1, 17), (18, 48)]","[(4, 17), (19, 48)]","[(1, 3), (18, 18)]","['MajorClaim', 'Claim']",[],[]
151,845,prompt,<prompt> Living in smal towns </prompt>,[],[],[],[],[],[]
151,846,intro,"<para-intro> Place of living has the most significant affect on our lives and we have to choose it according to several factors . Some people prefer to live in tall buildings and crowded areas , whereas others prefer to live in a small and calm town . <AC> I would prefer to live in a small town </AC> and <AC> I think a small town has some advantages , such as good weather , a healthy life and better facilities </AC> . </para-intro>","[(46, 57), (58, 80)]","[(47, 57), (59, 80)]","[(46, 46), (58, 58)]","['MajorClaim', 'Claim']",[],[]
151,847,body,"<para-body> Firstly , <AC> the first advantage of living in a small town is a healthy life that we can obtain due to many items </AC> . <AC> One of the conditions that helps us to be healthy is good weather and less population that exist in a small town </AC> . Also , <AC> in a small town there are less crowded and less traffic </AC> . <AC> Living in a place with less pollution such as air pollution or sound pollution helps us to have a healthier life and one of the main consequences is less stress and more happiness </AC> . Moreover , <AC> in a small town foods and materials we need are healthier than in big cities and there are fresh foods and fruits </AC> . Regardless of some exceptions , <AC> it is obvious that living in small towns is healthier than in big cities </AC> . </para-body>","[(1, 25), (26, 50), (52, 66), (67, 102), (104, 129), (131, 151)]","[(3, 25), (27, 50), (54, 66), (68, 102), (106, 129), (136, 151)]","[(1, 2), (26, 26), (52, 53), (67, 67), (104, 105), (131, 135)]","['Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[(5, 0), (5, 1), (5, 2), (5, 3), (5, 4)]","['Support', 'Support', 'Support', 'Support', 'Support']"
151,848,body,"<para-body> Secondly , <AC> another advantage of small towns is living costs </AC> . <AC> Living cost is one of the important concerns in every society and then , in a small town living cost is fewer than in big cities </AC> . Therefore , <AC> in a small town we can live in big houses with good landscapes </AC> , also <AC> because of less crowded spaces we have more facilities and more services </AC> . <AC> Transportation cost is less than in big cities and we have less traffic </AC> so that <AC> we can save time and money </AC> . </para-body>","[(1, 12), (13, 41), (43, 59), (60, 75), (76, 91), (92, 101)]","[(3, 12), (14, 41), (45, 59), (62, 75), (77, 91), (94, 101)]","[(1, 2), (13, 13), (43, 44), (60, 61), (76, 76), (92, 93)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (5, 4), (0, 5)]","['Support', 'Support', 'Support', 'Support', 'Support']"
151,849,conclusion,"<para-conclusion> In conclusion , <AC> I prefer to live in a small town </AC> and I think <AC> it has some advantages such as less stress , because of better weather conditions and also , better relationship within a town </AC> . <AC> In small town people know each other and have better deal together than big cities </AC> therefore <AC> on big cities people feel alone and depress more than small cities </AC> . However it is an obvious fact that <AC> people in small town have more happiness and friendship and less illness and stress </AC> . </para-conclusion>","[(1, 13), (14, 40), (41, 58), (59, 73), (75, 97)]","[(4, 13), (17, 40), (42, 58), (60, 73), (82, 97)]","[(1, 3), (14, 16), (41, 41), (59, 59), (75, 81)]","['MajorClaim', 'Claim', 'Premise', 'Premise', 'Premise']","[(3, 2), (1, 3), (1, 4)]","['Support', 'Support', 'Support']"
152,850,prompt,<prompt> Young people move to cities </prompt>,[],[],[],[],[],[]
152,851,intro,"<para-intro> These days , there are increasing numbers of young people from the countryside moving to cities in search of jobs and educational opportunities . Personally , I think it has some drawbacks that will be discussed in this essay together with some reasons about this . </para-intro>",[],[],[],[],[],[]
152,852,body,"<para-body> To begin with , the major cause that leads to urban migration of young adults is that <AC> cities often offer more well - paid jobs and study chances compared to rural areas </AC> . Obviously , <AC> many large companies and universities often locate in cities which are hailed as promising lands to develop their career </AC> . Therefore <AC> they move to big cities to pursue academic career and find jobs in order to have a higher standard of living </AC> . For example , <AC> if a gradate stays in the city after leaving his college and seeks a job with good salary instead of returning his village to do farm work , he could perhaps buy a house or his own car after a short time </AC> . </para-body>","[(1, 34), (36, 58), (60, 83), (85, 131)]","[(18, 34), (38, 58), (61, 83), (88, 131)]","[(1, 17), (36, 37), (60, 60), (85, 87)]","['Premise', 'Premise', 'Claim', 'Premise']","[(2, 0), (2, 1), (2, 3)]","['Support', 'Support', 'Support']"
152,853,body,"<para-body> However , this phenomenon sometimes poses several negative consequences . There can be no doubt that <AC> the burgeoning number of young adults from the countryside flocking to cities gives rise to overpopulation in cities </AC> . As a result , <AC> cities cannot provide adequate space for thousands of dwellers that might lead to poor housing conditions and sanitation </AC> . Additionally , <AC> it might put strain on the environment </AC> . <AC> If there are more people in the cities , there would be large numbers of vehicles on the road , which causes air pollution </AC> . </para-body>","[(11, 36), (38, 61), (63, 73), (74, 100)]","[(17, 36), (42, 61), (65, 73), (75, 100)]","[(11, 16), (38, 41), (63, 64), (74, 74)]","['Premise', 'Claim', 'Premise', 'Premise']","[(1, 0), (1, 2), (1, 3)]","['Support', 'Support', 'Support']"
152,854,conclusion,"<para-conclusion> In conclusion , <AC> young people tend to study or work in urban areas </AC> since <AC> these provide them many educational opportunities and career potentials </AC> . In my opinion , however , <AC> I do not approve of this trend due to negative effects such as low quality of life and affecting the environment </AC> . </para-conclusion>","[(1, 15), (16, 27), (29, 57)]","[(4, 15), (17, 27), (35, 57)]","[(1, 3), (16, 16), (29, 34)]","['Claim', 'Premise', 'MajorClaim']","[(0, 1)]",['Support']
153,855,prompt,<prompt> Basic economic class can help the students touch the surface of this field </prompt>,[],[],[],[],[],[]
153,856,intro,"<para-intro> In today ' s community , economy becomes the order of the day . Getting to know the theory in this area seems really important for our students . Then , the earlier we jump into this area , the more skillful we will be . Thus , in my point of view , although <AC> it will take some time on it </AC> , <AC> high school students should take a course on basic economics </AC> . Let me explain it in detail . </para-intro>","[(47, 64), (65, 77)]","[(56, 64), (66, 77)]","[(47, 55), (65, 65)]","['Claim', 'MajorClaim']",[],[]
153,857,body,"<para-body> For the primary concern , <AC> it can provide students a sense of direction in academy </AC> . <AC> Basic economic class can help the students touch the surface of this field , let them to know what this subject mainly discuss </AC> . <AC> That will help the students cultivate their own interest and a sense of career orientation </AC> . Finally , <AC> students may study harder for their economic dreams </AC> . </para-body>","[(1, 17), (18, 43), (44, 61), (63, 74)]","[(6, 17), (19, 43), (45, 61), (65, 74)]","[(1, 5), (18, 18), (44, 44), (63, 64)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3)]","['Support', 'Support', 'Support']"
153,858,body,"<para-body> On the other hand , <AC> economy is always correlate with politics </AC> , <AC> students can study specialized knowledge along with some Politian status , which may open their vision toward the nation and don ' t get limited in the textbooks </AC> . Besides , <AC> there is also an intimate connection between economy and enterprises </AC> , <AC> students can also gain knowledge more practical and vivid </AC> . </para-body>","[(1, 13), (14, 44), (46, 59), (60, 71)]","[(6, 13), (15, 44), (48, 59), (61, 71)]","[(1, 5), (14, 14), (46, 47), (60, 60)]","['Premise', 'Premise', 'Premise', 'Claim']","[(3, 0), (0, 1), (3, 2)]","['Support', 'Support', 'Support']"
153,859,body,"<para-body> In addition , <AC> the basic economic course can also help with the students when they go to college </AC> . <AC> They may feel more readily to learn the knowledge in this field and save much time , with that they are able to study more efficiently and more deeply than other students </AC> . <AC> That as well would provide the students with more confidence and let them become more compatible </AC> . </para-body>","[(1, 20), (21, 55), (56, 74)]","[(4, 20), (22, 55), (57, 74)]","[(1, 3), (21, 21), (56, 56)]","['Claim', 'Premise', 'Premise']","[(0, 1), (0, 2)]","['Support', 'Support']"
153,860,conclusion,"<para-conclusion> Considering all those factors above , <AC> I suggest the basic course of economic is necessary </AC> . </para-conclusion>","[(1, 17)]","[(7, 17)]","[(1, 6)]",['MajorClaim'],[],[]
154,861,prompt,<prompt> Work in team or independently </prompt>,[],[],[],[],[],[]
154,862,intro,"<para-intro> Nowadays , as the world is getting smaller , we need to be able to cooperate . Working in team is a necessary skill that every individual must master for success . Despite the importance of working in team , I still believe that <AC> the capability of working independly is more significant </AC> . </para-intro>","[(33, 54)]","[(45, 54)]","[(33, 44)]",['MajorClaim'],[],[]
154,863,body,"<para-body> Of course , <AC> effective cooperation can make things easier and faster </AC> , but <AC> in many important cases when team - working is not possible , the ability to work alone will help </AC> . <AC> The apperant example is that there are a lot of tests that do not allow team - working </AC> . <AC> Let ' s imagine that you perform really well when you can discuss the problems with other people , but you have no experience of working alone , standardized tests such as SAT , TOEFL may be your nightmares </AC> . <AC> Testing is a very important aspect of life , and still the majority of tests do not allow you to work in team </AC> . Therefore , <AC> if you want to get brilliant achievements such as going to college , acing your school ' s final tests , you should consider learning to work on your own </AC> . </para-body>","[(1, 13), (14, 36), (37, 57), (58, 99), (100, 125), (127, 160)]","[(4, 13), (16, 36), (38, 57), (59, 99), (101, 125), (129, 160)]","[(1, 3), (14, 15), (37, 37), (58, 58), (100, 100), (127, 128)]","['Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[(1, 0), (5, 1), (5, 2), (5, 3), (5, 4)]","['Attack', 'Support', 'Support', 'Support', 'Support']"
154,864,body,"<para-body> Moreover , <AC> the ability to work alone will help you increase your ability to work with other people </AC> . <AC> Working in team does not mean that you do not have to come up with your ideas </AC> . <AC> Everybody in a team must have his / her own opinion first , then discuss them with other members </AC> . <AC> When we work in team , we still think individually </AC> because <AC> our brain are not connected but separate </AC> . <AC> When everyone in a team can come up with his / her own ideas , working in team will definitely more effective </AC> . </para-body>","[(1, 20), (21, 40), (41, 62), (63, 75), (76, 85), (86, 110)]","[(3, 20), (22, 40), (42, 62), (64, 75), (77, 85), (87, 110)]","[(1, 2), (21, 21), (41, 41), (63, 63), (76, 76), (86, 86)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (3, 4), (0, 5)]","['Support', 'Support', 'Support', 'Support', 'Support']"
154,865,conclusion,"<para-conclusion> In conclusion , working with a group a people and working individually are all important . Both skills are necessary for a successful life . Nevertheless , <AC> the capablity of working alone is the foundation for the skill to work in team and plays a significant role in a lot of situations </AC> . </para-conclusion>","[(26, 54)]","[(28, 54)]","[(26, 27)]",['MajorClaim'],[],[]
155,866,prompt,<prompt> Smoking should not be promitted in restaurants or other public places </prompt>,[],[],[],[],[],[]
155,867,intro,"<para-intro> Smoking brings a person great enjoyment and relief . However , one should not be encouraged to smoke as the cost of other people ' s health . In this case , I advocate the idea that <AC> smoking should be prohibited in restaurants as well as other public places , and that we should support states laws to ban it </AC> because <AC> smoking not only damages the restaurant ' s environment , but also imposes a potential threat on others ' health </AC> . </para-intro>","[(29, 62), (63, 85)]","[(38, 62), (64, 85)]","[(29, 37), (63, 63)]","['MajorClaim', 'Claim']",[],[]
155,868,body,"<para-body> First of all , although <AC> it is too strong to assert that smoking should be prohibited everywhere in the society , one smoking in a restaurant is considered to enjoy his time with the ignorance of others ' health </AC> . It is generally believed that , <AC> the second - hand smoke , which comes from the smoker ' s mouth , puts an even greater threat on surrounding people ' s health than the smoker himself </AC> . For example , <AC> if there is only one person smoking in a restaurant , all others will smoke unconsciously and their health is under attacked </AC> . This is because <AC> some burned substance in a cigarette can easily deteriorate a person ' s respiratory system after he / she inhales it </AC> . Therefore , <AC> smoking in restaurants should be strictly banned </AC> because <AC> it makes the restaurant a polluted place which threatens every customer ' s health </AC> . </para-body>","[(1, 41), (43, 80), (82, 108), (110, 135), (137, 147), (148, 164)]","[(6, 41), (49, 80), (85, 108), (113, 135), (139, 147), (149, 164)]","[(1, 5), (43, 48), (82, 84), (110, 112), (137, 138), (148, 148)]","['Premise', 'Premise', 'Premise', 'Premise', 'Claim', 'Premise']","[(4, 0), (4, 1), (4, 2), (2, 3), (4, 5)]","['Support', 'Support', 'Support', 'Support', 'Support']"
155,869,body,"<para-body> Furthermore , even though some customers do not worry about the threat that second - hand smoke imposes on them , <AC> the disgusting smoke will severely affect their appetite , or , in other words , spoil their meals and make them an unpleasant experience </AC> . <AC> The smoke exhaled from the smoker often makes other people feel uncomfortable or disgusted , thus affecting their mood in having their meals </AC> . <AC> This , on the other hand , can indirectly decrease the restaurants ' popularity </AC> because <AC> fewer people are willing to consume there due to their unpleasant experiences </AC> . </para-body>","[(1, 47), (48, 73), (74, 90), (91, 105)]","[(22, 47), (49, 73), (75, 90), (92, 105)]","[(1, 21), (48, 48), (74, 74), (91, 91)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (2, 3)]","['Support', 'Support', 'Support']"
155,870,body,"<para-body> Lastly , <AC> smoking does no good to the smoker himself </AC> . <AC> Not only does it aggravate his health , making him more subject to respiratory diseases , but also it damages his public image and reputation </AC> . <AC> This is especially true when the smoker is a popular political figure or an entertainmening celebrity </AC> , because <AC> most people see smoking in restaurants as an impolite human behavior </AC> . At this point , <AC> the public are likely to believe that the smoker lacks basic civility and should not be encouraged to be a public leader </AC> . </para-body>","[(1, 12), (13, 40), (41, 59), (60, 74), (76, 103)]","[(3, 12), (14, 40), (42, 59), (62, 74), (80, 103)]","[(1, 2), (13, 13), (41, 41), (60, 61), (76, 79)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (2, 3), (0, 4)]","['Support', 'Support', 'Support', 'Support']"
155,871,conclusion,"<para-conclusion> To conclude , <AC> smoking in a restaurant is a harmful and disrespectable behavior </AC> . <AC> It spoils the smoker ' s reputation and threats other people ' s health </AC> . Therefore , <AC> it is unwise to smoke in a restaurant as well as other public places , and relevant state laws should be codified to strictly prohibit it </AC> . </para-conclusion>","[(1, 15), (16, 32), (34, 63)]","[(4, 15), (17, 32), (36, 63)]","[(1, 3), (16, 16), (34, 35)]","['Claim', 'Premise', 'MajorClaim']","[(0, 1)]",['Support']
156,872,prompt,<prompt> People should have hobbies and do physical activities </prompt>,[],[],[],[],[],[]
